key,value
norte-conecta-2024,Run Norte 2025
--2026-58296,Быстрее ветра 2026
trilhos-do-burel-2025,Trilhos do Burel 2025
37a-cursa-popular-de-poliny-51109,37a Cursa Popular de Polinyà
38-internationaler-kaiserstuhllauf,38. Internationaler Kaiserstuhllauf
ix-trail-costa-doce,IX Trail Costa Doce
clonmel-triathlon-2024,Clonmel Triathlon 2024
3ordf-corrida-vila-rio,3ª Corrida Vila Rio
maraton-caf-caracas-2026,Maratón CAF Caracas 2026
v-cross-ciudad-de-llerena-y-i-jornada-de-liga-de-campo-a-traves,"V Cross ""Ciudad de Llerena"" y I Jornada de Liga de Campo a Través"
i-carrera-de-papa-noel-caja-rural-de-aragon-en-zaragoza,I Carrera de Papá Noel Caja Rural de Aragón en Zaragoza
21k-trotime-2024,21K Trotime 2024
running-on-vacation,RUNNING ON VACATION
xlii-san-silvestre-de-getafe-2024,XLII SAN SILVESTRE DE GETAFE 2024
ride-chartridge-2025,Ride Chartridge 2025
rapoula-primavera-trail-25,Rapoula Primavera Trail 25
melgar-trailrunning,MELGAR TRAILRUNNING
mouros-1000-2025,Mouros 1000 2025
vi-10k-solidaria-la-salle-2025,VI 10k SOLIDARIA LA SALLE 2025
gv70tri-2025,GV70.tri 2025
cto-de-asturias-y-cto-de-espatildea-de-triatln-olmpico-militar,"CTO DE ASTURIAS Y CTO DE ESPAÑA DE TRIATLÓN OLÍMPICO MILITAR,"
iv-carrera-popular-distrito-retiro, IV CARRERA POPULAR DISTRITO RETIRO
the-great-christmas-fun-run-2024,The Great Christmas Fun Run 2024
marxist-5k,Marist 5k
etape-du-dales-2024,Etape du Dales 2024
15k-del-atlantico-banco-mediolanum-2024,15K del Atlántico Banco Mediolanum 2024
quest-kenmare-2025,Quest Kenmare 2025
xv-duatlon-de-valdebebas,XV DUATLON DE VALDEBEBAS
trail-terras-de-oiatilde-2025,Trail Terras de Oiã 2025
roy-castle-challenge-chillington-2026,Roy Castle Challenge Chillington 2026
xxii-cross-popular-salvar-el-pinar-de-la-elipa,XXII CROSS POPULAR SALVAR EL PINAR DE LA ELIPA
stephan-lewis-aquathlon-2025,Stephen Lewis TriStar Aquathlon 2025
ebaque-trail,Ebaque Trail
viii-trail-dos-indios---castelo-de-vitres,VIII TRAIL DOS INDIOS - CASTELO DE VITRES
roy-castle-smash-sherwood-2026,Roy Castle Smash Sherwood 2026
beernight-run-miraflores-25,BEERNIGHT RUN MIRAFLORES 25
xxvii-rodi-media-maratn-ibercaja-ciudad-de-zaragoza,XXVII RODI MEDIA MARATÓN IBERCAJA-CIUDAD DE ZARAGOZA
btt-navalon,BTT  NAVALON
gran-fondo-jersey-2024,Gran Fondo Jersey 2024
xxxiv-cross-ciudad-drsquo-alcoi,XXXIV CROSS CIUDAD D’ ALCOI
x-circuito-divina-pastora-de-carreras-populares-ciudad-de-valencia,X Circuito Divina Pastora Seguros de Carreras Populares Ciudad de Valencia
la-palauenca-2026,La Palauenca 2026
campeonato-de-espantildea-de-triatlon-de-invierno-reinosa-2026,Campeonato de España de Triatlón de Invierno Reinosa 2026
4-mitja-marato-i-10k-de-cambrils,5ª Mitja Marató i 10K de Cambrils
xvi-carrera-popular-galpagos---trofeo-hispanomocin,XVI Carrera Popular Galápagos - Trofeo Hispanomoción
3-carrera-de-las-empresas-valencianas,3ª Carrera de las Empresas Valencianas
rtt-afan-forest-2025,RTT Afan Forest 2025
1-mitja-marat-i-10k-de-tortosa,1ª Mitja Marató i 10K de Tortosa
iii-carrera-universitat-de-valncia---servei-deducaci-fsica-i-esports,III Carrera Universitat de València - Servei d'Educació Física i Esports
10k-ciudad-de-xilxes,10K Ciudad de Xilxes
v-jornada-solidaria-por-guatemala-2014,V Jornada Solidaria por Guatemala
etape-loch-ness-2024,Etape Loch Ness 2024
carrera-8-de-marzo---da-de-la-mujer,Carrera 8 de Marzo - Día de la Mujer
xliv-carreira-popular-de-pascua---padron,XLIV Carreira Popular De Pascua - Padrón
15k-abierta-al-mar,15K Valencia abierta al mar
15k-nocturna-de-valencia-banco-mediolanum,15K Nocturna Valencia Banco Mediolanum
30-maratn-de-sevilla,30ª Maratón de Sevilla
v-volta-a-peu-del-levante-ud,V Volta a Peu del Levante U.D.
12-maratn-internacional-de-santander,1/2 Maratón Internacional de Santander
i-carrera-jos-antonio-redolat,I Carrera José Antonio Redolat
xi-gran-fons-ciutat-de-llria,XI Gran Fons Ciutat de Llíria
viii-circuito-camp-del-turia-y-la-serrana,VIII CIRCUITO CAMP DEL TURIA Y LA SERRANIA
xiv-gran-fons-la-pobla-de-vallbona,XIV Gran Fons La Pobla de Vallbona
iii-cursa-popular-a-sant-vicent-de-lliria,III Cursa Popular a Sant Vicent de Lliria
xxvi-gran-fons-de-massanassa,XXVI Gran Fons de Massanassa
carrera-dkv-bomberos-de-madrid,Carrera DKV Bomberos de Madrid
xix-carrera-popular-villa-de-domeo-2014,XIX Carrera Popular Villa de Domeño 2014
grupo-de-entrenamiento-15k-nocturna-valencia-banco-mediolanum,Grupo de Entrenamiento 15K Nocturna Valencia Banco Mediolanum
xi-volta-a-peu-a-natzaret,XI Volta a Peu a Natzaret
ii-carrera-de-montaa-cinturn-de-hierro,II Carrera de montaña Cinturón de hierro
cassarunners-1-cursa-solidria-a-favor-del-rebost-solidari-de-sabadell,CASSARunners. 1ª Cursa Solidària a favor del Rebost Solidari de Sabadell
6-cursa-marxa-i-duatl-de-muntanya-el-catllar,"6ª Cursa, Marxa i Duatló de Muntanya El Catllar"
carrera-de-la-mujer-de-valencia-2014,Carrera de la Mujer - Valencia 2014
2ordf-corrida-smmato,2ª CORRIDA S.M.MATO
iv-carrera-solidaria-de-leliana-contra-el-cancer,IV Carrera Solidaria de L'Eliana Contra el Cancer
calles,Trail Anochecer Calles
ii-carrera-solidaria-de-cruz-roja-valencia,II Carrera Solidaria Popular de Cruz Roja en Valencia
iii-carrera-popular-pinos-de-abdon-2014,III Carrera Popular Pinos de Abdon 2014
47-volta-a-peu-a-sedavi---memorial-celedonio-cano,47 VOLTA A PEU A SEDAVI - MEMORIAL CELEDONIO CANO
i-volta-a-peu-barri-orba-alfafar,I Volta a Peu Barri Orba Alfafar
xv-volta-al-terme-municipal-de-sant-joan-de-mor,XV Volta al Terme Municipal de Sant Joan de Moró
trilimit-deltebre,TRILIMIT Deltebre
witl-trail-lozoyuela,WITL Trail Lozoyuela
witl-trail-sant-fost---barcelona,WITL Trail Sant Fost - Barcelona
v-carrera-per-la-salut-junts-podem,"V Carrera per la Salut ""Junts Podem"""
cursa-pont-del-diable,Cursa Pont del Diable
isostar-extreme-man-salou,Isostar Extreme Man Salou
i-travesia-platges-de-xilxes,I Travesia Platges De Xilxes 
xxvi-subida-a-pie-a-la-cueva-santa,XXVI Subida a Pie a la Cueva Santa
carrera-de-la-mujer---madrid,Carrera de la Mujer - Madrid
xiv-volta-a-peu-a-catadau,XIV Volta a Peu a Catadau
xxxii-volta-a-peu-a-leliana,XXXII VOLTA A PEU A L’ELIANA
sertri-cartagena,SERTRI Cartagena 2014
xv-volta-a-peu-a-la-vila-de-benavites,XV Volta a Peu a la Vila de Benavites
xviii-triatln-de-sevilla,XVIII Triatlón de Sevilla
xiv-cursa-popular-real-de-gandia,XIV Cursa Popular Penya Real 
travesia-estiu-de-sitges,Travessia d'Estiu de Sitges
xxiii-volta-a-peu-a-benetusser---cursa-del-solstici,XXIII Volta a peu a Benetusser - Cursa del Solstici
xii-volta-a-peu-10k-de-loriguilla,XII Volta a peu 10k de Loriguilla
gran-fondo-la-mussara,Gran Fondo La Mussara
iii-marxa-bonesvalls,III Marxa Bonesvalls
10k-city-run-rexona---matar,10K City Run Rexona - Mataró
vii-carrera-liberty-seguros,VII Carrera Liberty Seguros
sertri-zaragoza,SERTRI Zaragoza - DUATLON 2014
vi-vuelta-a-pie-a-viver,VI Vuelta a Pie a Viver
34-volta-a-peu-a-almassera,34 Volta a Peu a Almàssera
xxviii-volta-a-peu-a-la-pobla-de-vallbona,XXVIII Volta a Peu a La Pobla de Vallbona
carrera-de-la-mujer-de-vitoria-2014,Carrera de la Mujer de Vitoria 2014
travessia-al-port-de-vinaros,54ª Travessia al Port de Vinaròs
sertri-gandia,SERTRI Gandia 2014
sertri-badalona,SERTRI Badalona 2014
sertri-altafulla,SERTRI Altafulla 2014
sertri-malaga,SERTRI Málaga 2014
sertri-cordoba,SERTRI Córdoba 2014
sertri-madrid,SERTRI Madrid 2014
sertri-alicante,SERTRI Alicante 2014
sertri-tenerife,SERTRI Tenerife 2014
xxxviii-volta-a-peu-als-barris-de-sant-marcelbullli-i-sant-isidre,XXXVIII Volta a Peu als barris de Sant Marcel•lí i Sant Isidre
ix-puja-i-baixa-a-la-montanya-de-calicanto,IX Pujà i Baixà a la Montanya de Calicanto
v-carrera-pronino,V Carrera Proniño
rexona-street-run-10km-albacete,Rexona Street Run 10Km Albacete
ii-triatlo-de-cambrils,II Triatló de Cambrils
34ordf-volta-a-peu-a-quartell,34ª Volta a Peu a Quartell
xii-travesia-a-nado-valencia,XXII Travesia a Nado Valencia
xx-carrera-popular-de-godelleta,XX Carrera Popular de Godelleta
xvix-vuelta-a-pie-en-tous,XVIX Vuelta a Pie en Tous
v-gran-fondo-losa-del-obispo,V Gran Fondo Losa del Obispo
carrera-de-la-mujer-de-gijon-2014,Carrera de la Mujer de Gijon 2014
vi-travesia-paya-del-gurugu,VI Travesía Playa del Gurugú
19ordf-volta-a-peu-quart-de-les-valls,19ª Volta a Peu Quart de les Valls
caronkoda-triathlon-series-madrid,ŠKODA Triathlon Series MADRID
iii-10k-divina-pastora-alboaya-contra-el-cancer,III10K Divina Pastora Alboraya Contra el Cancer
10k-city-run-rexona---valencia,10K City Run Rexona - Valencia
i-carrera--hay-salida-,I Carrera -Hay Salida-
skoda-triathlon-series-castellon,SKODA Triathlon Series CASTELLON
skoda-triathlon-series-barcelona,SKODA Triathlon Series BARCELONA
skoda-triathlon-series-barcelona---aquatlon,SKODA Triathlon Series BARCELONA - Aquatlón
v-carrera-popular-benissano,V Carrera Popular Benissano
iv-carrera-popular-villa-de-altura,IV CARRERA POPULAR VILLA DE ALTURA
night-run-series---terrassa,Night Run Series - Terrassa
xix-carrera-popular-feria-yfiestas-de-buntildeol,XIX Carrera Popular Feria y Fiestas de Buñol 
iii-gran-fons-nocturn--ii-volta-a-peu-nocturna-de-alfafa,III Gran Fons Nocturn / II Volta a Peu Nocturna de Alfafar
iv-volta-al-terme-de-gilet,IV Volta al Terme de Gilet
isostar-extrem-man-riaza,Isostar Extreme Man Riaza
skoda-triatlon-series-andorra,SKODA Triatlon Series ANDORRA
iii-cursa-nocturna-del-riu-ripoll,III CURSA NOCTURNA DEL RIU RIPOLL
neda-per-lesclerosi-multiple,NEDA PER L'ESCLEROSI MULTIPLE
vi-volta-a-peu-dalbuixech,VI Volta a Peu D'Albuixech
xxxii-vuelta-a-pie10k-a-villar-del-arzobispo,XXXII Vuelta a Pie10K a Villar del Arzobispo
serti-vigo,SERTRI Vigo 2014
x-carrera-a-pie-castillo-de-chiva-y-ix-milla-paralimpica,X Carrera a Pie Castillo de Chiva y IX Milla Paralimpica
skoda-triatlon-series-tarragona,SKODA Triatlon Series TARRAGONA
54-totalenergies-san-silvestre-de-gijon-2023,54 TotalEnergies San Silvestre de Gijón 2023
volta-a-peu-a-benicalap-2014,Volta a Peu a Benicalap 2014
caixabanc-ndash-mitjamarat--10k-ciutat-de-tarragona,Mitja Marató + 10K Ciutat de Tarragona
v-volta-a-peu-de-les-falles-de-valencia,V Volta a Peu de les Falles de València
volta-a-peu-de-la-vila-de-benifairo,Volta a Peu Benifairo
skoda-triatlon-series-mallorca,SKODA Triatlon Series MALLORCA
i-carrera-ponle-freno-vitoria-gasteiz,I Carrera Ponle Freno Vitoria-Gasteiz
i-triatlon-ciudad-de-logrontildeo,I Triatlón Ciudad de Logroño
ix-mitja-marato-sabadell-2014,IX Mitja Marato Sabadell 2014
xxvii-pas-ras-al-port-de-valencia,XXVII PAS RAS al Port de València
skoda-triatlon-series-sevilla,SKODA Triatlon Series SEVILLA
iv-duatlo-pobla-de-mafumet,IV Duatlo Pobla de Mafumet
marato-costa-daurada,Marató Costa Daurada
ii-carrera-solidaria-para-la-discapacidad,II Carrera Solidaria Para la Discapacidad Paiporta
skoda-triatlon-series-getxo,SKODA Triatlon Series GETXO
carrera-de-la-mujer-de-a-coruntildea-2014,Carrera de la Mujer de A Coruña 2014
mitja-del-vendrell,Mitja del Vendrell
skoda-triatlon-series-gava,SKODA Triatlon Series GAVA
10k-y-3k-marcha-solidaria-noulas-aecc-nules,10k y 3k Marcha Solidaria Noulas-AECC Nules
xiv-volta-a-peu-del-cabanyal,XIV Volta a Peu al Cabanyal
v-volta-a-peu-a-burjassot-contra-la-violencia-de-genere-i-les-drogodependencies,V Volta a Peu a Burjassot Contra la Violència de Gènere i Les Drogodependències
skoda-triatlon-series-malaga,SKODA Triatlon Series MALAGA
vi-carrera-lusitania,VI Carrera Lusitania
3-edicion-10k-y-5k-villa-de-lorqui,3 Edición 10K y 5K Villa de Lorquí
carrera-de-la-mujer---sevilla,Carrera de la Mujer - Sevilla
i-volta-a-peu-torre-en-conill,I Volta a Peu Torre en Conill
viii-san-silvestre-solidaria-chestana,VIII San Silvestre Solidaria Chestana
i-cursa-per-la-igualtat-de-massamagrell,I CURSA PER LA IGUALTAT DE MASSAMAGRELL
mitja-de-salou-amp-10k,Mitja de Salou & 10K
carrera-popular-parque-de-miraflores-universidad-de-sevilla,Carrera Popular Parque de Miraflores
desert-run-2014,Desert Run 2014
cursa-de-la-dona---barcelona,Cursa de la Dona - Barcelona
xxxiv-carrera-de-la-ciencia,XXXIV Carrera de la Ciencia
i-carrera-solidaria-para-la-federacion-espantildeola-de-enfermedades-raras,I Carrera Solidaria Para la Federación Española de Enfermedades Raras
xxiv-10k-club-de-natacio-sabadell,XXIV 10K Club de Natació Sabadell
xiv-vuelta-a-pie-solidaria-ldquoes-posiblerdquo-grupo-marina,XIV VUELTA A PIE SOLIDARIA “ES POSIBLE” GRUPO MARINA
10k-dulces-de-casinos-2014,10K Dulces de Casinos 2014
2025-2026-gxcl-match-3-blaise-castle,2025-2026 GXCL Match 3 Blaise Castle
halloween-run-by-runnerrsquos-world-2014,HALLOWEEN RUN by Runner’s World 2014
x-carrera-empresas-esic-zaragoza-2024,X Carrera Empresas ESIC Zaragoza 2024
carrera-de-la-mujer---zaragoza,Carrera de la Mujer - Zaragoza
san-silvestre-solidaria-de-la-pobla-de-farnals,San Silvestre Solidaria de La Pobla de Farnals
v-cross-la-manguilla-de-la-pobla-de-vallbona,V Cross La Manguilla De La Pobla de Vallbona
ii-carrera-solidaria-un-juguete-una-ilusion,"II Carrera Solidaria ""Un Juguete,una Ilusión"""
iv-carrera-de-las-empresas-valencianas-2015,IV Carrera de las Empresas VALENCIANAS 2015
xiii-cursa-de-nadal-a-betera-2014,XIII Cursa de Nadal a Bétera 2014
ponle-freno-2014,Ponle Freno 2014
trilimit-deltrebre-2015,TRILIMIT Deltebre 2015
viii-carrera-popular-parque-natural-del-turia,VIII Carrera Popular Parque Natural Del Turia
viii-carrera-solidaria-bbva,VIII Carrera Solidaria BBVA
maraton-cabberty-mlaga-2014,V Maraton Cabberty MÁLAGA 2014
10k-la-dolores-calatayud-2026,10K LA DOLORES CALATAYUD 2026
v-maraton-y-ii10k-internacional-ciudad-de-castellon,V Maratón y II 10K Internacional Ciudad de Castellón
xi-mitja-de-tortosa-amp-10k,II Mitja de Tortosa & 10K
vi-mitja-de-cambrils-amp-10k,VI Mitja de Cambrils & 10K (Campeonato de Cataluña Universitario)
btt-la-llosa-de-ranes,BTT LA LLOSA DE RANES
maratona-btt-2024-pinhel-cidade-falcatildeo,Maratona BTT 2024 Pinhel Cidade Falcão
xi-circuito-divina-pastora-seguros-de-carreras-populares-ciudad-de-valencia,XI Circuito Divina Pastora Seguros de Carreras Populares Ciudad de Valencia
vi-carrera-solidaria-por-guatemala,VI Carrera Solidaria Por Guatemala
iii-15k-valencia-abierta-al-mar,III 15K Valencia Abierta al Mar
xi-carrera-de-navidad-de-cercedilla,XI Carrera de Navidad de Cercedilla
ii-carrera-8-de-marzo---dia-de-la-mujer-deportista,II Carrera 8 de marzo - Día de la Mujer Deportista
xxxv-san-silvestre-vicalvarentildea,XXXV San Silvestre Vicalvareña
pikeman-triathlon-2024,Pikeman Triathlon 2024
neda-el-mon-2025,NEDA EL MON 2025
xx-subida-al-terrero-de-chella,XX Subida Al Terrero de Chella
disa-gran-canaria-maraton-2015,Disa Gran Canaria Maraton 2015
iii-15k-nocturna-banco-mediolanum,III 15K Nocturna Banco Mediolanum
iv-carrera-solidaria-de-entreculturas-en-valencia,IV Carrera Solidaria de Entreculturas en Valencia
ix-trail-montes-de-vigo,IX TRAIL MONTES DE VIGO
xvii-carrera-popular-galapagos,XVII Carrera Popular Galápagos
ix-marcha-cicloturista-barracas---xilxes,VIII Marcha Cicloturista Barracas - Xilxes
ii-cursa-solidaria-universitat-rovira-i-virgili, II Cursa Solidària Universitat Rovira i Virgili
media-maraton-de-la-cartuja-2015,Media Maraton de la Cartuja 2015
rexona-street-run-10km-valencia,Rexona Street Run 10Km Valencia
i-ruta-masias-de-segorbe,I Ruta Masias de Segorbe
xvi-carrera-popular-villa-de-cheste-vx-memorial-dori-carmen-rodrigo-ruiz,"XVI CARRERA POPULAR VILLA DE CHESTE, XV Memorial Dori Carmen Rodrigo Ruiz"
iii-trialton-cambrils,III Triatlón Cambrils
xxvii-carrera-urbana-san-jose-2015,XXVII Carrera Urbana San Jose 2015 Mancha Real
i-carrera-solidaria-colegio-internacional-levante,I Carrera Solidaria Colegio Internacional Levante
iii-gran-fons-de-muntanya-ciutat-de-sagunt,III Gran Fons de Muntanya Ciutat de Sagunt
ii-10k-ciudad-de-xilxes,II 10K Ciudad de Xilxes
rexona-street-run-10k-sevilla,Rexona Street Run 10K Sevilla
cassarunners-2ordf-cursa-solidaria-a-favor-del-rebost-solidari-de-sabadell,CASSARunners. 2ª Cursa Solidària a favor del Rebost Solidari de Sabadell
cursa-pont-del-diable-271,Cursa Pont del Diable
7k-portsaplaya,7K Portsaplaya
xii-media-maraton-y-10000-de-montantildea-de-arucas,XII Media Maratón y 10000 de Montaña de Arucas
xxxii-cross-urbano-virgen-de-la-cabeza,XXXII CROSS URBANO VIRGEN DE LA CABEZA
zurich-maraton-sevilla-2015,Zurich Maraton Sevilla 2015
iv-carrera-universitat-de-valencia--servei-deducacio-fisica-i-esports,IV Carrera Universitat de València- Servei d'Educació Física i Esports
cursa-el-catllar,Cursa el Catllar
xxviii-milla-urbana-de-torres,XXVIII Milla Urbana de Torres
iv-carrera-10k-y-medio-maraton-running-pinto,IV Carrera 10K y Medio Maraton Running Pinto
iv-medio-maraton-ciudad-de-santander,IV Medio Maratón Ciudad de Santander
mitja-de-lametlla-de-mar-amp-10k,Mitja de l'Ametlla de Mar & 10K
rexona-street-run-10k-madrid,Rexona Street Run 10K Madrid
rexona-street-run-10k-oviedo,Rexona Street Run 10K Oviedo
carrera-dkv-bomberos-de-madrid-2015,Carrera DKV Bomberos de Madrid 2015
15k-y-75-half-race-ciutat-de-castell-2015,15K Y 7.5 HALF RACE CIUTAT DE CASTELLÓ 2015
iv-carrera-siderurgica-solidaria,IV Carrera Siderúrgica Solidaria
vii-cursa-poble-de-les-alqueries,VII Cursa Poble de Les Alqueries
18ordm-carrera-urbana-villa-de-beas,18º Carrera Urbana Villa de Beas
cursa-de-lexercici-fisic-amp-cancer,Cursa de l'Exercici Físic & Càncer
v-gran-premio-la-ruta-de-los-molinos,V Gran Premio La Ruta de los Molinos
vi-carrera-per-la-salut-junts-podem,VI Carrera per la Salut Junts Podem
13ordf-legua-urbana-nacional-manuel-pancorbo,13ª Legua Urbana Nacional MANUEL PANCORBO
ix-travesia-a-nado-playa-de-pinedo-cno-dom-bosco-nazaret-2015,IX Travesía a Nado Playa de Pinedo 2015 C.N.O. DOM BOSCO-NAZARET
grupo-de-entrenamiento-iii-15k-nocturna-valencia-banco-mediolanum--divina-pastora-seguros-,Grupo de Entrenamiento III 15K Nocturna Valencia Banco Mediolanum. -Divina Pastora Seguros-
iv-cursa-popular-a-sant-vicent-de-lliria-2015,IV CURSA POPULAR A SANT VICENT DE LLIRIA 2015
wilt-trail-lozoyuela-2015,WITL TRAIL Lozoyuela 2015
ii-carrera-de-montantildea-villamalur---sierra-de-espadan,II Carrera de Montaña Villamalur - Sierra de Espadán
iii-carrera-solidaria-popular-de-cruz-roja-en-valencia,III Carrera Solidaria Popular de Cruz Roja en Valencia
xxix-carrera-del-turrn-y-del-polvorn---2025,XXIX CARRERA DEL TURRÓN Y DEL POLVORÓN - 2025
widnes-rc-trail-5-miler-2024,Widnes RC Trail 5 Miler 2024
10k-la-vall-d-uix,10k La Vall d' Uixó
carrera-popular-nervion-san-pablo,Carrera Popular Nervión San Pablo
triseriescat---penedes-maritim-ndash-cunit, TriSeries Catalunya Penedès Marítim-Cunit
triseries-catalunya-arenys-de-mar,TriSeries Catalunya Arenys de Mar
ii-canincross-grao-de-castellon-el-pinar,"II Canincross Grao de Castellón ""El Pinar"""
vuelta-al-mortero-vilches-625,Vuelta al Mortero Vilches
xv-carrera-urbana-villa-de-ibros,XV Carrera Urbana Villa de Ibros
xvii-carrera-urbana-de-arjona-2015-de-absoluta-a-veteranos-y-discapacitados,XVII Carrera Urbana de Arjona 2015 
xv-volta-a-peu-a-la-vila-de-benavites-399,XVI Volta a Peu a la Vila de Benavites
xv-volta-a-peu-vila-de-faura-memorial-hector-fornersiguent,XV Volta a Peu Vila de Faura - Memorial Héctor Forner
rodeno-cursa-de-muntanya,Rodeno Cursa de Muntanya
xxiv-volta-a-peu-a-benetusser-cursa-del-solstici,"XXIV Volta a Peu a Benetusser ""Cursa del Solstici"""
carrera-de-la-mujer-valencia-2015,Carrera de la Mujer Valencia 2015
rexona-street-run-10k-albacete,Rexona Street Run 10K Albacete
ii-carrera-solidaria-mirasur,II Carrera Solidaria Mirasur
vi-carrera-de-fondo-ciudad-de-baeza,VI Carrera de fondo Ciudad de Baeza
xviii-carrera-popular-de-san-isidro-2015,XVIII Carrera Popular de San Isidro Jabalquinto 2015
witl-trail-sant-fost-2015,WITL TRAIL Sant Fost 2015
sertri-altafulla-2015,SERTRI Altafulla 2015
sertri-cartagena-2015,SERTRI Cartagena 2015
i-carrera-solidaria-por-la-discapacidad-alter-valencia,I Carrera Solidaria Por La Discapacidad Alter Valencia
ii-carrera-jose-antonio-redolat,II Carrera José Antonio Redolat
carrera-solidaria-martinez-loriente,Carrera solidaria Martínez Loriente
10k-platges-de-benicassim,10k Platges de Benicassim
xvi-volta-al-terme-de-sant-joan-de-moro,XVI Volta al Terme de Sant Joan de Moro - Petjada
night-running-series-cambrils,Night Running Series Cambrils
iv-carrera-popular-pinos-de-abdon,IV Carrera Popular Pinos de Abdon
sertri-madrid-2015,SERTRI Madrid 2015
sertri-cordoba-2015,SERTRI Córdoba 2015
sertri-zaragoza-2015,SERTRI Zaragoza 2015 - Duatlón
woman-trail,Woman Trail
carrera-popular-parque-miraflores,Carrera Popular Parque Miraflores
tuna-race-balfego,Tuna Race Balfegó
ii-marcha-de-montantildea-bejis,II Marcha de Montaña Bejis
night-running-series-terrassa,TomTom Night Running Series Terrassa
xxvii-subida-a-pie-a-la-cueva-santa---altura,XXVII Subida a Pie a la Cueva Santa - Altura
xvi-cross-de-santo-domingo-de-silos-alcala-la-real,XVI CROSS DE SANTO DOMINGO DE SILOS Alcala la Real
xi-volta-muntanya-vall-dalba,XI Volta Muntanya Vall d'Alba
101k-ronda-2015,101 Km 24h La Legión
nigth-run---contrareloj-via-verde,OK Night Run - Contrarreloj Via Verde
carrera-de-la-mujer-madrid-2015,Carrera de la mujer Madrid 2015
carrera-popular-parque-de-maria-luisa,Carrera popular parque de Maria Luisa
